Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Comment [Sample_characteristics]	Comment [Sample_source_name]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE14323GSM358114	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358114 sample	P-G14323-4	GSE14323GSM358114 extract	total_RNA	P-G14323-3	GSE14323GSM358114 LE biotin	biotin	synthetic_RNA	HCC, biological rep 11	A-AFFY-37	P-AFFY-6	GSM358114.CEL	GSM358114.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358115	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358115 sample	P-G14323-4	GSE14323GSM358115 extract	total_RNA	P-G14323-3	GSE14323GSM358115 LE biotin	biotin	synthetic_RNA	HCC, biological rep 12	A-AFFY-37	P-AFFY-6	GSM358115.CEL	GSM358115.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358117	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosisHCC:  Gene expression using RMA method. Tissue: cirrhosisHCC	Tissue: cirrhosisHCC	liver tissue with cirrhosisHCC	P-G14323-1	P-G14323-2	GSE14323GSM358117 sample	P-G14323-4	GSE14323GSM358117 extract	total_RNA	P-G14323-3	GSE14323GSM358117 LE biotin	biotin	synthetic_RNA	cirrhosisHCC, match HCC rep 13	A-AFFY-37	P-AFFY-6	GSM358117.CEL	GSM358117.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358130	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358130 sample	P-G14323-4	GSE14323GSM358130 extract	total_RNA	P-G14323-3	GSE14323GSM358130 LE biotin	biotin	synthetic_RNA	HCC, biological rep 20	A-AFFY-37	P-AFFY-6	GSM358130.CEL	GSM358130.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358180	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358180 sample	P-G14323-4	GSE14323GSM358180 extract	total_RNA	P-G14323-3	GSE14323GSM358180 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 25	A-AFFY-37	P-AFFY-6	GSM358180.CEL	GSM358180.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358105	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358105 sample	P-G14323-4	GSE14323GSM358105 extract	total_RNA	P-G14323-3	GSE14323GSM358105 LE biotin	biotin	synthetic_RNA	HCC, biological rep 3	A-AFFY-37	P-AFFY-6	GSM358105.CEL	GSM358105.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358118	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358118 sample	P-G14323-4	GSE14323GSM358118 extract	total_RNA	P-G14323-3	GSE14323GSM358118 LE biotin	biotin	synthetic_RNA	HCC, biological rep 13	A-AFFY-37	P-AFFY-6	GSM358118.CEL	GSM358118.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358198	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosisHCC:  Gene expression using RMA method. Tissue: cirrhosisHCC	Tissue: cirrhosisHCC	liver tissue with cirrhosisHCC	P-G14323-1	P-G14323-2	GSE14323GSM358198 sample	P-G14323-4	GSE14323GSM358198 extract	total_RNA	P-G14323-3	GSE14323GSM358198 LE biotin	biotin	synthetic_RNA	cirrhosisHCC, match HCC rep 44-2	A-AFFY-37	P-AFFY-6	GSM358198.CEL	GSM358198.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358171	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358171 sample	P-G14323-4	GSE14323GSM358171 extract	total_RNA	P-G14323-3	GSE14323GSM358171 LE biotin	biotin	synthetic_RNA	HCC, biological rep 39	A-AFFY-37	P-AFFY-6	GSM358171.CEL	GSM358171.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358141	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358141 sample	P-G14323-4	GSE14323GSM358141 extract	total_RNA	P-G14323-3	GSE14323GSM358141 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 5	A-AFFY-37	P-AFFY-6	GSM358141.CEL	GSM358141.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358215	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358215 sample	P-G14323-4	GSE14323GSM358215 extract	total_RNA	P-G14323-3	GSE14323GSM358215 LE biotin	biotin	synthetic_RNA	Normal, biological rep 7	A-AFFY-37	P-AFFY-6	GSM358215.CEL	GSM358215.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358142	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358142 sample	P-G14323-4	GSE14323GSM358142 extract	total_RNA	P-G14323-3	GSE14323GSM358142 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 6	A-AFFY-37	P-AFFY-6	GSM358142.CEL	GSM358142.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358152	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358152 sample	P-G14323-4	GSE14323GSM358152 extract	total_RNA	P-G14323-3	GSE14323GSM358152 LE biotin	biotin	synthetic_RNA	HCC, biological rep 33	A-AFFY-37	P-AFFY-6	GSM358152.CEL	GSM358152.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358178	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358178 sample	P-G14323-4	GSE14323GSM358178 extract	total_RNA	P-G14323-3	GSE14323GSM358178 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 23	A-AFFY-37	P-AFFY-6	GSM358178.CEL	GSM358178.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358156	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358156 sample	P-G14323-4	GSE14323GSM358156 extract	total_RNA	P-G14323-3	GSE14323GSM358156 LE biotin	biotin	synthetic_RNA	HCC, biological rep 35	A-AFFY-37	P-AFFY-6	GSM358156.CEL	GSM358156.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358137	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358137 sample	P-G14323-4	GSE14323GSM358137 extract	total_RNA	P-G14323-3	GSE14323GSM358137 LE biotin	biotin	synthetic_RNA	HCC, biological rep 26	A-AFFY-37	P-AFFY-6	GSM358137.CEL	GSM358137.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358177	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358177 sample	P-G14323-4	GSE14323GSM358177 extract	total_RNA	P-G14323-3	GSE14323GSM358177 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 22	A-AFFY-37	P-AFFY-6	GSM358177.CEL	GSM358177.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358218	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358218 sample	P-G14323-4	GSE14323GSM358218 extract	total_RNA	P-G14323-3	GSE14323GSM358218 LE biotin	biotin	synthetic_RNA	Normal, biological rep 10	A-AFFY-37	P-AFFY-6	GSM358218.CEL	GSM358218.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358169	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358169 sample	P-G14323-4	GSE14323GSM358169 extract	total_RNA	P-G14323-3	GSE14323GSM358169 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 17	A-AFFY-37	P-AFFY-6	GSM358169.CEL	GSM358169.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358163	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358163 sample	P-G14323-4	GSE14323GSM358163 extract	total_RNA	P-G14323-3	GSE14323GSM358163 LE biotin	biotin	synthetic_RNA	HCC, biological rep 38	A-AFFY-37	P-AFFY-6	GSM358163.CEL	GSM358163.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.2.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358127	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358127 sample	P-G14323-4	GSE14323GSM358127 extract	total_RNA	P-G14323-3	GSE14323GSM358127 LE biotin	biotin	synthetic_RNA	HCC, biological rep 18	A-AFFY-37	P-AFFY-6	GSM358127.CEL	GSM358127.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358148	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358148 sample	P-G14323-4	GSE14323GSM358148 extract	total_RNA	P-G14323-3	GSE14323GSM358148 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 9	A-AFFY-37	P-AFFY-6	GSM358148.CEL	GSM358148.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358106	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358106 sample	P-G14323-4	GSE14323GSM358106 extract	total_RNA	P-G14323-3	GSE14323GSM358106 LE biotin	biotin	synthetic_RNA	HCC, biological rep 4	A-AFFY-37	P-AFFY-6	GSM358106.CEL	GSM358106.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358107	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358107 sample	P-G14323-4	GSE14323GSM358107 extract	total_RNA	P-G14323-3	GSE14323GSM358107 LE biotin	biotin	synthetic_RNA	HCC, biological rep 5	A-AFFY-37	P-AFFY-6	GSM358107.CEL	GSM358107.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358123	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358123 sample	P-G14323-4	GSE14323GSM358123 extract	total_RNA	P-G14323-3	GSE14323GSM358123 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 1	A-AFFY-37	P-AFFY-6	GSM358123.CEL	GSM358123.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358194	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358194 sample	P-G14323-4	GSE14323GSM358194 extract	total_RNA	P-G14323-3	GSE14323GSM358194 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 34	A-AFFY-37	P-AFFY-6	GSM358194.CEL	GSM358194.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358138	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358138 sample	P-G14323-4	GSE14323GSM358138 extract	total_RNA	P-G14323-3	GSE14323GSM358138 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 4	A-AFFY-37	P-AFFY-6	GSM358138.CEL	GSM358138.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358192	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosisHCC:  Gene expression using RMA method. Tissue: cirrhosisHCC	Tissue: cirrhosisHCC	liver tissue with cirrhosisHCC	P-G14323-1	P-G14323-2	GSE14323GSM358192 sample	P-G14323-4	GSE14323GSM358192 extract	total_RNA	P-G14323-3	GSE14323GSM358192 LE biotin	biotin	synthetic_RNA	cirrhosisHCC, match HCC rep 43	A-AFFY-37	P-AFFY-6	GSM358192.CEL	GSM358192.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358227	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	Normal liver tissue:  Gene expression using RMA method. Tissue: Normal	Tissue: Normal	Normal liver tissue	P-G14323-1	P-G14323-2	GSE14323GSM358227 sample	P-G14323-4	GSE14323GSM358227 extract	total_RNA	P-G14323-3	GSE14323GSM358227 LE biotin	biotin	synthetic_RNA	Normal, biological rep 19	A-AFFY-37	P-AFFY-6	GSM358227.CEL	GSM358227.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358103	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with HCC:  Gene expression using RMA method. Tissue: HCC	Tissue: HCC	liver tissue with HCC	P-G14323-1	P-G14323-2	GSE14323GSM358103 sample	P-G14323-4	GSE14323GSM358103 extract	total_RNA	P-G14323-3	GSE14323GSM358103 LE biotin	biotin	synthetic_RNA	HCC, biological rep 1	A-AFFY-37	P-AFFY-6	GSM358103.CEL	GSM358103.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358182	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358182 sample	P-G14323-4	GSE14323GSM358182 extract	total_RNA	P-G14323-3	GSE14323GSM358182 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 27	A-AFFY-37	P-AFFY-6	GSM358182.CEL	GSM358182.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358159	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosisHCC:  Gene expression using RMA method. Tissue: cirrhosisHCC	Tissue: cirrhosisHCC	liver tissue with cirrhosisHCC	P-G14323-1	P-G14323-2	GSE14323GSM358159 sample	P-G14323-4	GSE14323GSM358159 extract	total_RNA	P-G14323-3	GSE14323GSM358159 LE biotin	biotin	synthetic_RNA	cirrhosisHCC, match HCC rep 37	A-AFFY-37	P-AFFY-6	GSM358159.CEL	GSM358159.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
GSE14323GSM358201	Homo sapiens	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_9606	liver tissue with cirrhosis:  Gene expression using RMA method. Tissue: cirrhosis	Tissue: cirrhosis	liver tissue with cirrhosis	P-G14323-1	P-G14323-2	GSE14323GSM358201 sample	P-G14323-4	GSE14323GSM358201 extract	total_RNA	P-G14323-3	GSE14323GSM358201 LE biotin	biotin	synthetic_RNA	cirrhosis, biological rep 36	A-AFFY-37	P-AFFY-6	GSM358201.CEL	GSM358201.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.raw.3.zip	E-GEOD-14323-processed-data-1718041466.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14323/E-GEOD-14323.processed.1.zip
